Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location,Historical Wards 2003-2015,Wards,Community Areas,Zip Codes,Census Tracts
Logan Square,22,ARO,2501 Armitage,2501 W. Armitage Ave.,60647,312-255-1153,Tandem Property Management,8,1159374.11925531,1913163.36871418,41.9174438523,-87.689883619,"{'latitude': '41.9174438523', 'longitude': '-87.689883619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,23,22535,180
Austin,25,Supportive Housing,Menard Apartments,334 N. Menard Ave.,60644,773-572-5272,The Thresholds,57,1137606.41466193,1901816.66456314,41.8867274207,-87.7701332901,"{'latitude': '41.8867274207', 'longitude': '-87.7701332901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,7,26,22216,618
Humboldt Park,23,Disabled/Homeless,West Humboldt Place,3543 W. Chicago Ave.,60651,773-826-1230,Childrens Place Association,13,1152439.7235514,1905064.22043677,41.8953589753,-87.7155751576,"{'latitude': '41.8953589753', 'longitude': '-87.7155751576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,584
Douglas,35,Multifamily,Park Boulevard IIA,3640 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",80,1176856.61052139,1880678.42198275,41.8279253109,-87.6266357171,"{'latitude': '41.8279253109', 'longitude': '-87.6266357171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,14924,353
Washington Park,40,Senior,TRC Senior Village I,346 E. 53rd St.,60615,773-924-9270,The Renaissance Collaborative,35,1179447.49011585,1869994.89809028,41.7985499558,-87.6174566934,"{'latitude': '41.7985499558', 'longitude': '-87.6174566934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,7,21192,218
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3224 W. Ohio St.,60624,773-227-6332,Bickerdike Apts.,6,1154618.05462433,1903853.44002908,41.8919931605,-87.7076070703,"{'latitude': '41.8919931605', 'longitude': '-87.7076070703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,24,21572,177
Englewood,68,Supportive Housing,Branch of Hope Apts.,5628-30 S. Halsted St.,60621,773-488-7205,Evergreen Real Estate LLC,99,1171893.83874774,1867410.66202499,41.7916278176,-87.6452332087,"{'latitude': '41.7916278176', 'longitude': '-87.6452332087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,66,21559,113
Humboldt Park,23,Senior,North & Pulaski Senior Housing,3939-59 W. North Ave.,60647,773-687-0234,Hispanic Housing Dev. Corp.,72,1149678.04231574,1910302.33852858,41.9097870143,-87.7255819184,"{'latitude': '41.9097870143', 'longitude': '-87.7255819184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,49,24,22535,454
Uptown,3,Supportive Housing,Harold Washington Apts.,4946 N. Sheridan Road,60640,312-447-4621,Mercy Housing,100,1168689.93333435,1933461.58725464,41.9729461221,-87.6550671247,"{'latitude': '41.9729461221', 'longitude': '-87.6550671247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,16,31,22616,634
Near West Side,28,Supportive,Harvest Commons,1519 W. Warren Blvd.,60607,312-660-1354,Heartland Houisng Inc.,89,1165979.29957747,1900396.39342169,41.8822718277,-87.6659809767,"{'latitude': '41.8822718277', 'longitude': '-87.6659809767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,29,14917,63
Grand Boulevard,38,Multifamily,Hearts United III-The Leontyne (scattered sites),4340-2 S. Champlain St.,60653,773-924-2100,Bonheur Realty Services Corp.,53,1181273.65632834,1876588.6982833,41.8166019546,-87.6105564793,"{'latitude': '41.8166019546', 'longitude': '-87.6105564793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,4,4301,161
New City,61,Multifamily,Senior Suites of New City,4845 S. Western Blvd.,60609,773-523-9333,Senior Lifestyle Corp.,115,1161385.37395782,1872314.95861343,41.8053101773,-87.6836299382,"{'latitude': '41.8053101773', 'longitude': '-87.6836299382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,3,59,14924,788
Albany Park,14,Senior,Darul Amaan Senior Living,4814-58 N. Kedzie Ave.,60625,773-463-3004,East Lake Management & Development Corp.,56,1154133.124514,1931889.15968442,41.9689350644,-87.7086378257,"{'latitude': '41.9689350644', 'longitude': '-87.7086378257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,20,14,21849,750
North Lawndale,29,Multifamily,Park Douglas,1254-56 S. Fairfiled Ave.,60608,773-893-4800,Interstate Realty Management Co.,7,1158194.72318677,1894001.25121956,41.8648854853,-87.6947407139,"{'latitude': '41.8648854853', 'longitude': '-87.6947407139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Washington Park,40,Multifamily,St. Edmund's Village,6253 S. Michigan Ave.,60653,773-493-2411,St. Edmund's Village LP,31,1178307.69719998,1863372.59872503,41.7804036945,-87.6218374892,"{'latitude': '41.7804036945', 'longitude': '-87.6218374892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,404
Montclare,18,ARO,"6602, 6614 W. Diversey","6602,6614 W. Diversey Ave.",60707,708-867-3799,Zitella Development,3,1131884.37214125,1917931.50687766,41.9310497553,-87.7907721868,"{'latitude': '41.9310497553', 'longitude': '-87.7907721868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,44,18,4454,397
Rogers Park,1,Supportive Housing,Wayne Street Apts.,6808 N. Wayne Ave.,60626,773-572-5272,The Thresholds,297,1165865.34776422,1945401.68880544,42.0057709728,-87.6651110904,"{'latitude': '42.0057709728', 'longitude': '-87.6651110904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,5,10,21853,47
West Town,24,Supportive/Veterans,65th Infantry Boringueneers Apts.,1045 N. Sacramento Blvd.,60622,773-772-4801,Hispanic Housing Dev. Corp.,48,1156229.02586848,1906960.64759334,41.9004872305,-87.7016066315,"{'latitude': '41.9004872305', 'longitude': '-87.7016066315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,25,21560,301
Oakland,36,Multifamily,Lakefront Phase II,1110 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184252.73594585,1877396.34826993,41.8187489217,-87.5996033527,"{'latitude': '41.8187489217', 'longitude': '-87.5996033527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodlawn East Community,84,1186573.26242799,1863816.8653135,41.7814311307,-87.5915208532,"{'latitude': '41.7814311307', 'longitude': '-87.5915208532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,426
Woodlawn,42,Senior,The Burnham at Woodlawn Park,6134 S. Cottage Grove Ave.,60637,773-955-8668,Preservation Housing Management LLC,65,1182583.34238394,1864354.94400561,41.7830011908,-87.6061319507,"{'latitude': '41.7830011908', 'longitude': '-87.6061319507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,471
Logan Square,22,Multifamily,Rev. Daniel Alvarez Apts.,2451-57 N. Sacramento Ave.,60612,773-772-4063,Hispanic Housing Dev. Corp.,96,1155995.81517927,1916357.84447311,41.926278629,-87.7022092387,"{'latitude': '41.926278629', 'longitude': '-87.7022092387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,41,23,22535,548
Chatham,44,Senior,Senior Suites of Chatham,8300 S. Cottage Grove Ave.,60619,773-488-1333,Senior Lifestyle Corp.,90,1182964.71582079,1850099.44426013,41.743873821,-87.6051761606,"{'latitude': '41.743873821', 'longitude': '-87.6051761606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,32,40,21546,140
Chicago Lawn,66,Senior,Senior Suites of Marquette Village,7430 S. Rockwell St.,60629,773-432-8420,Senior Lifestyle Corp.,93,1160293.92194352,1855122.44626943,41.7581541131,-87.6881061075,"{'latitude': '41.7581541131', 'longitude': '-87.6881061075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,30,64,21867,333
Hyde Park,41,ARO,Vue53,1330 E. 53rd St.,60615,773-355-4972,Peak Campus,27,1185905.31980083,1870431.45163064,41.7995978694,-87.5937610369,"{'latitude': '41.7995978694', 'longitude': '-87.5937610369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,8,21192,499
North Lawndale,29,Multifamily,Resurrection Homes,1910 S. Albany Ave.,60623,312-248-8355,The Resurrection Project,2,1155952.71475549,1890430.85423032,41.8551333961,-87.7030673957,"{'latitude': '41.8551333961', 'longitude': '-87.7030673957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21569,132
Douglas,35,Mutifamily,Park Boulevard IIB,15 W. 37th St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176697.68004084,1880416.0485266,41.8272089226,-87.6272267219,"{'latitude': '41.8272089226', 'longitude': '-87.6272267219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,14924,353
Lakeview,6,ARO,3462 Lincoln,3462 N. Lincoln Ave.,60657,773-525-6570,Spaces Real Estate,2,,,,,,,,,,
North Lawndale,29,Multifamily,Park Douglas,1218-20 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158519.56992569,1894367.80033295,41.8658846962,-87.6935381673,"{'latitude': '41.8658846962', 'longitude': '-87.6935381673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Edgewater,77,Senior,Hollywood House Apts.,5700 N. Sheridan Road,60660,773-728-2600,Heartland Housing,93,1168565.91595768,1938087.01021017,41.9856410954,-87.6553885441,"{'latitude': '41.9856410954', 'longitude': '-87.6553885441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,16,76,4451,14
Logan Square,22,Multifamily,Tierra Linda Apts.,1802 N. Sawyer Ave.,60647,773-276-5338,LUCHA,3,,,,,,,,,,
Oakland,36,Multifamily,Lakefront Phase II,4131 S. Lake Park Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",6,1184098.38435685,1877540.90869562,41.8191492211,-87.6001650373,"{'latitude': '41.8191492211', 'longitude': '-87.6001650373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
Austin,25,Multifamily,Congress Commons LLC,504 S. Laramie Ave.,60644,773-287-1592,Congress Commons LLC,161,1141766.8175998,1897120.68627109,41.873765121,-87.7549712034,"{'latitude': '41.873765121', 'longitude': '-87.7549712034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,7,26,22216,68
Hyde Park,41,ARO,City Hyde Park,5105 S. Harper Ave.,60615,773-548-5077,Mac Properties,36,1187193.90756706,1871412.92057939,41.8022605699,-87.5890043476,"{'latitude': '41.8022605699', 'longitude': '-87.5890043476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,8,21192,405
West Elsdon,62,Multifamily,Park Place Family Apts.,3630 W. 51st St.,60632,773-767-7260,"Leasing and Management Co., Inc.",78,1152916.27206839,1870602.65888423,41.8007828624,-87.7147366177,"{'latitude': '41.8007828624', 'longitude': '-87.7147366177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,8,60,22248,792
Logan Square,22,ARO,1955 Richmond Place,1955 N. Richmond St.,60647,847-542-0442,@properties,3,1156536.74152822,1913073.87091903,41.9172562069,-87.7003106605,"{'latitude': '41.9172562069', 'longitude': '-87.7003106605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,41,23,22535,350
Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase II,6129 S. Cottage Grove Ave.,60637,312-283-0030,Preservation Housing Management LLC,33,1182661.4709824,1864419.23044943,41.7831757851,-87.6058435155,"{'latitude': '41.7831757851', 'longitude': '-87.6058435155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,470
Lower West Side,31,Multifamily,Casa Guerrero,963 W Cullerton St.,60608,312-666-1323,The Resurrection Project,52,1170238.80583309,1890555.16868233,41.8551748018,-87.6506275348,"{'latitude': '41.8551748018', 'longitude': '-87.6506275348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,26,33,14920,250
West Town,24,ARO,1038 N. Ashland,1038-40 N. Ashland Ave.,60622,312-600-4501,Honore Properties,2,1165493.32211713,1907177.77248996,41.9008907949,-87.6675722718,"{'latitude': '41.9008907949', 'longitude': '-87.6675722718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,21560,518
Avondale,21,Supportive Housing,Milwaukee Ave. Apts.,3060 N. Milwaukee Ave.,60618,312-967-7300,Full Circle Management,32,1151100.78156312,1920108.20346754,41.9366673862,-87.7200977199,"{'latitude': '41.9366673862', 'longitude': '-87.7200977199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,21,22,21538,215
Douglas,35,Multifamily,Park Boulevard IIB,10 W. 37th St.,60609,773-548-8792,"Urban Property Advisors, LLC",12,1176772.48965494,1880503.01369486,41.8274458746,-87.6269496359,"{'latitude': '41.8274458746', 'longitude': '-87.6269496359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,14924,353
North Park,13,Senior,J. Michael Fitzgerald Apts.,5801 N. Pulaski Road,60646,773-588-1725,Elderly Housing Devp. & Operations Corp.,63,1148723.50103629,1938044.23656645,41.9859315142,-87.72836921,"{'latitude': '41.9859315142', 'longitude': '-87.72836921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,38,13,22532,747
Oakland,36,Multifamily,Lakefront Phase II,1060 E. 41st St.,60653,773-548-8795,"Urban Property Advisors, LLC",81,1184020.76432545,1877980.71122625,41.820357887,-87.6004360121,"{'latitude': '41.820357887', 'longitude': '-87.6004360121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
East Garfield Park,27,Supportive Housing,Deborah's Place III,2822 W. Jackson Blvd.,60612,773-638-6490,Deborah's Place,90,1157527.97541372,1898606.33636721,41.8775358858,-87.6970630483,"{'latitude': '41.8775358858', 'longitude': '-87.6970630483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,46,28,21184,51
Humboldt Park,23,Multifamily,La Estancia,3248 W. Division St.,60651,773-227-6332,Bickerdike Apts.,9,1154314.31953383,1907834.52609989,41.902923708,-87.7086160992,"{'latitude': '41.902923708', 'longitude': '-87.7086160992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,24,4299,455
North Lawndale,29,Multifamily,Park Douglas,2642-44 W. 12 th Pl,60608,773-893-4800,Interstate Realty Management Co.,17,1158736.89740263,1894328.04036865,41.8657711435,-87.6927414311,"{'latitude': '41.8657711435', 'longitude': '-87.6927414311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Montclare,18,Senior,The Montclare Senior Residences,6650 W. Belden Ave.,60707,773-237-3831,Pacific Management Inc.,7,1131547.9315415,1914379.41566769,41.9213082228,-87.792090958,"{'latitude': '41.9213082228', 'longitude': '-87.792090958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,7,18,4454,136
North Lawndale,29,Supportive/HIV/AIDS,Hope House,1251 S. Sawyer Ave.,60623,773-935-4663,"AIDSCare, Inc.",80,1154939.02342039,1893956.67972843,41.8648290106,-87.7066936632,"{'latitude': '41.8648290106', 'longitude': '-87.7066936632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,14,30,21569,34
Belmont Cragin,19,Senior,Crystal Courts/Anixter Center,5038 W. Armitage Ave.,60639,773-385-9080,Lester and Rosalie Anixter Center,17,1142340.78111141,1912865.65935215,41.916960542,-87.7524724894,"{'latitude': '41.916960542', 'longitude': '-87.7524724894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,44,19,22615,306
Woodlawn,42,Multifamily,Renaissance Apts.,6200 S. University Ave.,60637,773-752-9400,AIMCO,64,1184799.33531403,1864093.1165452,41.7822309985,-87.598015727,"{'latitude': '41.7822309985', 'longitude': '-87.598015727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,427
Englewood,68,Supportive Housing,Rowan Trees Apts.,500 W. Englewood Ave.,60621,773-572-5272,The Thresholds,167,1174002.15951365,1863521.64325247,41.7809093636,-87.637617817,"{'latitude': '41.7809093636', 'longitude': '-87.637617817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,66,21559,166
West Town,24,Multifamily,North and Talman Family Apts.,2654 W. North Ave.,60647,773-486-7410,Hispanic Housing Dev. Corp.,30,1158184.40121011,1910570.96075479,41.9103544922,-87.6943256397,"{'latitude': '41.9103544922', 'longitude': '-87.6943256397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,22535,299
Austin,22,Multifamily,Madison Renaissance Apts.,1816 N. St. Louis Ave.,60647,773-227-1366,Related Management Co. LP,30,1152932.10619515,1911940.49730959,41.9142183771,-87.7135842866,"{'latitude': '41.9142183771', 'longitude': '-87.7135842866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,41,23,22535,351
West Pullman,53,Senior,Kennedy Jordan Manor,825 W. 118th St.,60643,773-568-2929,Source Works Management,70,1172827.45383241,1826559.72039584,41.679506755,-87.6430113027,"{'latitude': '41.679506755', 'longitude': '-87.6430113027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22,50,22212,642
East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,60612,773-722-2900,BMA Management Ltd.,113,1157640.84823492,1901927.15476583,41.8866462303,-87.696558136,"{'latitude': '41.8866462303', 'longitude': '-87.696558136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,46,28,21184,50
Rogers Park,1,Senior,James Sneider Apts.,7450 N. Rogers Ave.,60626,773-743-3699,Hispanic Housing Dev. Corp.,57,1163640.70906836,1949531.17141547,42.0171497111,-87.6731785733,"{'latitude': '42.0171497111', 'longitude': '-87.6731785733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,5,10,21853,489
Humboldt Park,23,Multifamily,Tierra Linda Apts.,1749-51 N. Drake Ave.,60647,773-276-5338,LUCHA,6,,,,,,,,,,
Douglas,35,Senior,Pioneer Village Apts.,340 E. 38th St.,60653,773-536-0463,Pioneer Affordable Housing Preservation,152,1179348.36008915,1879907.4959198,41.8257532207,-87.6175174282,"{'latitude': '41.8257532207', 'longitude': '-87.6175174282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,4301,222
Uptown,3,Multifamily,Uptown Preservation Apts.,900 W. Windsor Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,160,1169410.72384335,1930422.94203422,41.9645923009,-87.6525054366,"{'latitude': '41.9645923009', 'longitude': '-87.6525054366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,22616,20
Near West Side,28,Multifamily,Jackson Square West End,2425 W. Adams St.,60612,312-492-6645,East Lake Management Co.,115,1160165.74619842,1898949.64957708,41.8784239004,-87.6873683543,"{'latitude': '41.8784239004', 'longitude': '-87.6873683543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,46,29,21184,785
Logan Square,22,Multifamily,Tierra Linda Apts.,1822 N. Sawyer Ave.,60647,773-276-5338,LUCHA,3,,,,,,,,,,
Uptown,3,ARO,811 Uptown,811 W. Agatite Ave.,60640,312-402-7784,RL Accelerated,22,1169980.75332239,1929712.3690798,41.962630019,-87.650430429,"{'latitude': '41.962630019', 'longitude': '-87.650430429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,31,22616,20
Grand Boulevard,38,Senior HUD 202,Margaret Ford Manor Independent Living,4500 S. Wabash Ave.,60653,773-924-9171,"HSR Property Services, LLC",63,1177427.15607438,1875236.62319051,41.8129796596,-87.6247071273,"{'latitude': '41.8129796596', 'longitude': '-87.6247071273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,4301,393
Lakeview,6,ARO,927 W. Irving,927 W. Irving Park Rd.,60613,773-665-0103,DLG Management,1,1169246.12565157,1926706.62337092,41.9543981834,-87.6532190636,"{'latitude': '41.9543981834', 'longitude': '-87.6532190636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,39,57,21186,83
Logan Square,22,ARO,The Western,1920 N. Milwaukee Ave.,60647,312-883-7331,Golub Realty Services,1,,,,,,,,,,
West Town,24,ARO,Homer Townhomes,1623 N. Talman Ave.,60647,773-975-7234,Kass Management,5,1158490.60886582,1910798.29372114,41.9109720465,-87.6931945157,"{'latitude': '41.9109720465', 'longitude': '-87.6931945157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,25,22535,299
Logan Square,22,ARO,2211 N. Milwaukee Ave.,2201-31 N. Milwaukee Ave.,60647,773-327-4975,33 Management LLC,12,1158283.98047586,1914416.07980073,41.9209037608,-87.6938544995,"{'latitude': '41.9209037608', 'longitude': '-87.6938544995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,41,23,22535,294
Humboldt Park,23,Multifamily,Spaulding Apartments,1750 N. Spaulding Ave.,60647,773-381-7400,G&A Management,111,1153823.7192268,1911621.62839107,41.9133256466,-87.7103171384,"{'latitude': '41.9133256466', 'longitude': '-87.7103171384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,49,24,22535,390
Near North Side,8,ARO,847 N. Larabee,847 N. Larabee St.,60610,773-698-6648,Fulton Grace Realty,1,,,,,,,,,,
North Lawndale,29,Multifamily,Park Douglas,1302-06 S. Washtenaw Ave.,60608,773-893-4800,Interstate Realty Management Co.,5,1158533.50680198,1893871.34030389,41.8645220745,-87.6935005875,"{'latitude': '41.8645220745', 'longitude': '-87.6935005875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
Woodlawn,42,Multifamily,65th Street Apts.,817 E. 64th St.,60637,773-684-2056,"Urban Property Advisors, LLC",6,1182886.22597117,1862714.79366575,41.7784934339,-87.6050724236,"{'latitude': '41.7784934339', 'longitude': '-87.6050724236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,9,22260,347
Grand Boulevard,38,Senior,Park Boulevard Tower/Grand Renaissance Apts.,4257 S. King Dr.,60653,773-268-4642,"East Lake Management Group, Inc.",24,1179612.43561157,1876628.60508636,41.8167496439,-87.6166489475,"{'latitude': '41.8167496439', 'longitude': '-87.6166489475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,4,4301,163
West Garfield Park,26,Senior,Fannie Emanuel Apts.,3916 W. Washington Blvd.,60624,312-913-5812,McCormack Baron Management Inc.,181,1150182.64045322,1900168.64274653,41.8819692864,-87.7239926128,"{'latitude': '41.8819692864', 'longitude': '-87.7239926128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,27,21572,658
Near West Side,28,Multifamily,Roosevelt Square Phase I /ABLA Rental,1222 W. Roosevelt Road,60607,312-948-0116,Related Management Co. LP,105,1168285.13271875,1894881.98460138,41.8670903488,-87.6576733813,"{'latitude': '41.8670903488', 'longitude': '-87.6576733813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,23,29,14917,759
Washington Park,40,Multifamily,Harriett Tubman Apts.,5751-59 S. Michigan Ave.,60637,773-752-9760,Brand New Beginnings Inc.,65,1178184.05044772,1866708.81597414,41.7895614137,-87.6221896343,"{'latitude': '41.7895614137', 'longitude': '-87.6221896343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,7,22260,403
Fuller Park,37,Senior,Fellowship Manor,5041 S. Princeton Ave.,60609,773-924-5980,"East Lake Management Group, Inc.",100,1175183.4790044,1871367.58227137,41.8024131184,-87.6330525826,"{'latitude': '41.8024131184', 'longitude': '-87.6330525826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,3,14924,224
Auburn Gresham,71,Senior HUD 202,Naomi & Sylvester Smith Senior Living Ctr.,8019-55 S. Halsted St.,60620,773-651-6400,"HSR Property Services, LLC",59,1172404.46593612,1851597.13382272,41.7482223777,-87.6438256988,"{'latitude': '41.7482223777', 'longitude': '-87.6438256988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,13,70,21554,529
New City,61,Senior,West Haven Homes,850 W. Garfield Blvd.,60609,773-536-3057,"Universal Management Service, Inc.",110,1171337.26942413,1868414.146219,41.7943936951,-87.6472446717,"{'latitude': '41.7943936951', 'longitude': '-87.6472446717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,4,59,14924,768
Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,60628,773-468-6400,Pathway Senior Living,81,1178829.40071189,1835494.40532173,41.7038907515,-87.6207711553,"{'latitude': '41.7038907515', 'longitude': '-87.6207711553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,43,45,21861,236
Douglas,35,Multifamily,Park Boulevard IIA,3604 S. State St.,60609,773-548-8792,"Urban Property Advisors, LLC",6,1176845.91461801,1881076.38182324,41.8290175865,-87.6266629487,"{'latitude': '41.8290175865', 'longitude': '-87.6266629487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,9,1,14924,353
Grand Boulevard,38,Multifamily,Cornerstone Apts.,611 E. 50th St.,60615,312-577-5555,The Community Builders Inc.,8,1181237.49321335,1871959.19623043,41.8038990623,-87.6108319018,"{'latitude': '41.8038990623', 'longitude': '-87.6108319018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,4,21192,165
Oakland,36,Multifamily,Lakefront Phase II,1137 E. Bowen Ave.,60653,773-548-8795,"Urban Property Advisors, LLC",3,1184548.96694928,1877442.50329026,41.8188686278,-87.5985152379,"{'latitude': '41.8188686278', 'longitude': '-87.5985152379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,10,2,4301,220
North Lawndale,29,Multifamily,Park Douglas,1317-19 S. Fairfield Ave.,60608,773-893-4800,Interstate Realty Management Co.,29,1158282.87349863,1893724.63384489,41.8641246191,-87.6944246698,"{'latitude': '41.8641246191', 'longitude': '-87.6944246698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,23,30,14920,16
