"Date	Price	Open	High	Low	Change %"
"Oct 16, 2008	1.3487	1.3467	1.3539	1.3346	0.20%"
"Oct 15, 2008	1.346	1.362	1.3685	1.3453	-1.20%"
"Oct 14, 2008	1.3624	1.3594	1.3771	1.3586	0.23%"
"Oct 13, 2008	1.3593	1.3559	1.3683	1.3458	1.33%"
"Oct 10, 2008	1.3414	1.3589	1.3652	1.3259	-1.35%"
"Oct 09, 2008	1.3597	1.3631	1.3785	1.358	-0.24%"
"Oct 08, 2008	1.363	1.363	1.3758	1.3544	0.08%"
"Oct 07, 2008	1.3619	1.3486	1.3741	1.3481	0.96%"
"Oct 06, 2008	1.349	1.3665	1.3676	1.3443	-2.04%"
"Oct 03, 2008	1.3771	1.3818	1.3907	1.3704	-0.34%"
"Oct 02, 2008	1.3818	1.4026	1.4027	1.3745	-1.45%"
"Oct 01, 2008	1.4021	1.4124	1.4176	1.3976	-0.59%"
"Sep 30, 2008	1.4104	1.4418	1.4427	1.401	-2.18%"
"Sep 29, 2008	1.4418	1.4522	1.4566	1.43	-1.35%"
"Sep 26, 2008	1.4615	1.4617	1.4678	1.4554	-0.05%"
"Sep 25, 2008	1.4622	1.461	1.4769	1.456	0.06%"
"Sep 24, 2008	1.4613	1.4646	1.4748	1.4611	-0.22%"
"Sep 23, 2008	1.4645	1.4795	1.4827	1.4623	-0.95%"
"Sep 22, 2008	1.4786	1.4492	1.4867	1.4438	2.21%"
"Sep 19, 2008	1.4466	1.4327	1.45	1.4151	0.89%"
"Sep 18, 2008	1.4339	1.4319	1.4543	1.428	0.24%"
"Sep 17, 2008	1.4305	1.4112	1.4385	1.4092	1.30%"
"Sep 16, 2008	1.4121	1.4263	1.4285	1.4079	-1.02%"
"Sep 15, 2008	1.4266	1.4315	1.4481	1.4086	0.27%"
"Sep 12, 2008	1.4228	1.4019	1.4232	1.3971	1.41%"
"Sep 11, 2008	1.403	1.3975	1.4036	1.388	0.31%"
"Sep 10, 2008	1.3986	1.4111	1.4179	1.3972	-1.07%"
"Sep 09, 2008	1.4137	1.4126	1.4227	1.4047	0.07%"
"Sep 08, 2008	1.4127	1.4384	1.4429	1.4054	-1.00%"
"Sep 05, 2008	1.4269	1.4234	1.4349	1.4197	0.13%"
"Sep 04, 2008	1.4251	1.4493	1.4546	1.4217	-1.64%"
"Sep 03, 2008	1.4489	1.4516	1.4531	1.4385	-0.19%"
"Sep 02, 2008	1.4517	1.4607	1.4607	1.4466	-0.61%"
"Sep 01, 2008	1.4606	1.4702	1.4719	1.4582	-0.46%"
"Aug 29, 2008	1.4674	1.4704	1.477	1.4641	-0.17%"
"Aug 28, 2008	1.4699	1.4712	1.4811	1.467	-0.16%"
"Aug 27, 2008	1.4722	1.4647	1.4777	1.4633	0.49%"
"Aug 26, 2008	1.465	1.4751	1.4761	1.4568	-0.68%"
"Aug 25, 2008	1.4751	1.4787	1.4808	1.4696	-0.28%"
"Aug 22, 2008	1.4793	1.4895	1.4902	1.4758	-0.76%"
"Aug 21, 2008	1.4907	1.4742	1.4908	1.4731	1.11%"
"Aug 20, 2008	1.4744	1.4786	1.4807	1.4673	-0.30%"
"Aug 19, 2008	1.4789	1.4683	1.4796	1.463	0.63%"
"Aug 18, 2008	1.4696	1.4682	1.4768	1.4672	0.05%"
"Aug 15, 2008	1.4689	1.4802	1.4808	1.4657	-0.80%"
"Aug 14, 2008	1.4808	1.4923	1.495	1.4778	-0.78%"
"Aug 13, 2008	1.4924	1.4907	1.4979	1.484	0.03%"
"Aug 12, 2008	1.492	1.4898	1.4965	1.4813	0.10%"
"Aug 11, 2008	1.4905	1.4934	1.5084	1.4879	-0.67%"
"Aug 08, 2008	1.5006	1.532	1.5335	1.4996	-2.06%"
"Aug 07, 2008	1.5322	1.5414	1.5505	1.5309	-0.60%"
"Aug 06, 2008	1.5414	1.5454	1.5518	1.5399	-0.28%"
"Aug 05, 2008	1.5458	1.5574	1.5577	1.5447	-0.76%"
"Aug 04, 2008	1.5577	1.557	1.5633	1.5554	0.07%"
"Aug 01, 2008	1.5566	1.5598	1.56	1.5513	-0.22%"
"Jul 31, 2008	1.5601	1.5577	1.5701	1.5568	0.15%"
"Jul 30, 2008	1.5577	1.5583	1.5617	1.552	-0.08%"
"Jul 29, 2008	1.5589	1.5739	1.576	1.5553	-1.00%"
"Jul 28, 2008	1.5746	1.57	1.5769	1.5683	0.23%"
"Jul 25, 2008	1.571	1.5676	1.5754	1.5662	0.22%"
"Jul 24, 2008	1.5676	1.5683	1.5714	1.5628	-0.08%"
"Jul 23, 2008	1.5688	1.5791	1.5798	1.5669	-0.61%"
"Jul 22, 2008	1.5784	1.5926	1.5945	1.5757	-0.92%"
"Jul 21, 2008	1.593	1.5837	1.5932	1.5827	0.52%"
"Jul 18, 2008	1.5848	1.5859	1.5889	1.5805	-0.09%"
"Jul 17, 2008	1.5863	1.5824	1.5895	1.5784	0.25%"
"Jul 16, 2008	1.5824	1.5916	1.5949	1.58	-0.60%"
"Jul 15, 2008	1.5919	1.59	1.6039	1.5865	0.09%"
"Jul 14, 2008	1.5905	1.5964	1.5972	1.5841	-0.23%"
"Jul 11, 2008	1.5942	1.5787	1.5948	1.5765	0.99%"
"Jul 10, 2008	1.5785	1.574	1.5801	1.569	0.27%"
"Jul 09, 2008	1.5742	1.5669	1.5753	1.5649	0.45%"
"Jul 08, 2008	1.5672	1.5724	1.574	1.5634	-0.32%"
"Jul 07, 2008	1.5722	1.5696	1.5753	1.5609	0.10%"
"Jul 04, 2008	1.5706	1.5698	1.5729	1.5653	0.05%"
"Jul 03, 2008	1.5698	1.5887	1.5911	1.5682	-1.15%"
"Jul 02, 2008	1.588	1.5795	1.589	1.5775	0.57%"
"Jul 01, 2008	1.579	1.5756	1.5828	1.5723	0.22%"
"Jun 30, 2008	1.5756	1.5776	1.5837	1.573	-0.25%"
"Jun 27, 2008	1.5795	1.5753	1.5795	1.5716	0.25%"
"Jun 26, 2008	1.5755	1.5669	1.5768	1.5627	0.54%"
"Jun 25, 2008	1.5671	1.5567	1.5688	1.5537	0.67%"
"Jun 24, 2008	1.5566	1.5518	1.5623	1.5492	0.27%"
"Jun 23, 2008	1.5524	1.563	1.5631	1.5468	-0.52%"
"Jun 20, 2008	1.5605	1.5505	1.5652	1.5491	0.67%"
"Jun 19, 2008	1.5501	1.5531	1.5587	1.5466	-0.21%"
"Jun 18, 2008	1.5534	1.5506	1.5539	1.546	0.16%"
"Jun 17, 2008	1.5509	1.5466	1.5552	1.546	0.27%"
"Jun 16, 2008	1.5467	1.541	1.5518	1.5345	0.57%"
"Jun 13, 2008	1.538	1.545	1.5484	1.5302	-0.43%"
"Jun 12, 2008	1.5447	1.5557	1.5566	1.5379	-0.69%"
"Jun 11, 2008	1.5554	1.5452	1.5587	1.5452	0.59%"
"Jun 10, 2008	1.5463	1.5642	1.5654	1.5439	-1.16%"
"Jun 09, 2008	1.5644	1.5793	1.5846	1.5617	-0.84%"
"Jun 06, 2008	1.5777	1.5583	1.5777	1.557	1.23%"
"Jun 05, 2008	1.5586	1.5423	1.5603	1.5366	0.99%"
"Jun 04, 2008	1.5433	1.5434	1.5484	1.5419	-0.08%"
"Jun 03, 2008	1.5446	1.5538	1.563	1.541	-0.63%"
"Jun 02, 2008	1.5544	1.556	1.5591	1.5487	-0.06%"
"May 30, 2008	1.5554	1.5517	1.5571	1.5462	0.24%"
"May 29, 2008	1.5516	1.5646	1.5665	1.5486	-0.78%"
"May 28, 2008	1.5638	1.5678	1.5762	1.5608	-0.30%"
"May 27, 2008	1.5685	1.5774	1.5819	1.5681	-0.58%"
"May 26, 2008	1.5776	1.5772	1.5794	1.5742	0.06%"
"May 23, 2008	1.5766	1.5726	1.5796	1.5697	0.23%"
"May 22, 2008	1.573	1.5795	1.5816	1.5692	-0.37%"
"May 21, 2008	1.5789	1.565	1.5795	1.5631	0.84%"
"May 20, 2008	1.5657	1.5518	1.568	1.5503	0.90%"
"May 19, 2008	1.5518	1.5597	1.5633	1.5485	-0.38%"
"May 16, 2008	1.5577	1.5442	1.5602	1.5437	0.86%"
"May 15, 2008	1.5444	1.5482	1.5548	1.5419	-0.21%"
"May 14, 2008	1.5476	1.5471	1.5487	1.5395	0.10%"
"May 13, 2008	1.546	1.5541	1.5567	1.5431	-0.56%"
"May 12, 2008	1.5547	1.5462	1.5571	1.5365	0.41%"
"May 09, 2008	1.5483	1.5404	1.5491	1.5394	0.49%"
"May 08, 2008	1.5407	1.5394	1.5441	1.5285	0.10%"
"May 07, 2008	1.5391	1.5531	1.5539	1.5365	-0.90%"
"May 06, 2008	1.5531	1.5498	1.5594	1.5451	0.25%"
"May 05, 2008	1.5492	1.5433	1.5519	1.5422	0.41%"
"May 02, 2008	1.5429	1.5467	1.5501	1.536	-0.27%"
"May 01, 2008	1.547	1.5614	1.5644	1.5429	-0.94%"
"Apr 30, 2008	1.5617	1.5568	1.5643	1.5517	0.31%"
"Apr 29, 2008	1.5569	1.5651	1.5661	1.5541	-0.58%"
"Apr 28, 2008	1.566	1.5617	1.5693	1.5593	0.22%"
"Apr 25, 2008	1.5625	1.568	1.5709	1.5555	-0.37%"
"Apr 24, 2008	1.5683	1.5883	1.5892	1.5638	-1.29%"
"Apr 23, 2008	1.5888	1.6	1.6	1.5859	-0.63%"
"Apr 22, 2008	1.5988	1.5912	1.6019	1.5834	0.52%"
"Apr 21, 2008	1.5906	1.5812	1.5948	1.5791	0.58%"
"Apr 18, 2008	1.5815	1.5895	1.5959	1.5712	-0.51%"
"Apr 17, 2008	1.5896	1.594	1.5984	1.5846	-0.34%"
"Apr 16, 2008	1.595	1.5791	1.5978	1.5758	1.00%"
"Apr 15, 2008	1.5792	1.5841	1.5876	1.5751	-0.33%"
"Apr 14, 2008	1.5845	1.5698	1.5887	1.5671	0.24%"
"Apr 11, 2008	1.5807	1.5743	1.5857	1.5739	0.41%"
"Apr 10, 2008	1.5743	1.583	1.5913	1.5724	-0.56%"
"Apr 09, 2008	1.5832	1.5702	1.5866	1.5684	0.83%"
"Apr 08, 2008	1.5701	1.571	1.5799	1.5674	-0.01%"
"Apr 07, 2008	1.5703	1.5732	1.5737	1.5627	-0.22%"
"Apr 04, 2008	1.5737	1.5683	1.5775	1.5637	0.36%"
"Apr 03, 2008	1.568	1.5689	1.5694	1.551	-0.05%"
"Apr 02, 2008	1.5688	1.5617	1.5703	1.5534	0.50%"
"Apr 01, 2008	1.561	1.5764	1.5787	1.556	-1.04%"
"Mar 31, 2008	1.5774	1.5812	1.5896	1.576	-0.18%"
"Mar 28, 2008	1.5802	1.5779	1.5841	1.5741	0.13%"
"Mar 27, 2008	1.5781	1.5842	1.5848	1.5726	-0.40%"
"Mar 26, 2008	1.5845	1.563	1.586	1.5584	1.38%"
"Mar 25, 2008	1.5629	1.5433	1.5659	1.5408	1.28%"
"Mar 24, 2008	1.5432	1.5422	1.5458	1.5342	0.00%"
"Mar 21, 2008	1.5432	1.5433	1.5474	1.5406	-0.01%"
"Mar 20, 2008	1.5434	1.5641	1.5652	1.5397	-1.27%"
"Mar 19, 2008	1.5633	1.5623	1.5787	1.5583	0.04%"
"Mar 18, 2008	1.5626	1.5731	1.5834	1.5618	-0.65%"
"Mar 17, 2008	1.5729	1.5725	1.5906	1.5685	0.34%"
"Mar 14, 2008	1.5675	1.5627	1.569	1.5532	0.22%"
"Mar 13, 2008	1.564	1.5566	1.5646	1.5522	0.44%"
"Mar 12, 2008	1.5571	1.5337	1.5571	1.5334	1.55%"
"Mar 11, 2008	1.5333	1.5346	1.5497	1.5283	-0.05%"
"Mar 10, 2008	1.5341	1.5364	1.5404	1.5313	-0.07%"
"Mar 07, 2008	1.5351	1.5388	1.5461	1.5314	-0.25%"
"Mar 06, 2008	1.5389	1.5265	1.5396	1.5261	0.77%"
"Mar 05, 2008	1.5271	1.5215	1.5303	1.5146	0.40%"
"Mar 04, 2008	1.521	1.5206	1.525	1.5173	0.01%"
"Mar 03, 2008	1.5208	1.5194	1.5276	1.5156	0.18%"
"Feb 29, 2008	1.5181	1.5205	1.524	1.5144	-0.28%"
"Feb 28, 2008	1.5223	1.5124	1.5231	1.5074	0.66%"
"Feb 27, 2008	1.5123	1.498	1.5145	1.4972	0.99%"
"Feb 26, 2008	1.4975	1.4829	1.4984	1.4779	0.98%"
"Feb 25, 2008	1.4829	1.4839	1.4846	1.4795	-0.02%"
"Feb 22, 2008	1.4832	1.4812	1.4864	1.4789	0.13%"
"Feb 21, 2008	1.4813	1.4712	1.4838	1.4703	0.68%"
"Feb 20, 2008	1.4713	1.4727	1.4732	1.4614	-0.10%"
"Feb 19, 2008	1.4727	1.4655	1.4759	1.4642	0.46%"
"Feb 18, 2008	1.4659	1.4679	1.4692	1.4611	-0.14%"
"Feb 15, 2008	1.468	1.4638	1.4711	1.4632	0.29%"
"Feb 14, 2008	1.4638	1.457	1.4648	1.4548	0.47%"
"Feb 13, 2008	1.457	1.4579	1.46	1.4531	-0.09%"
"Feb 12, 2008	1.4583	1.452	1.4615	1.4495	0.39%"
"Feb 11, 2008	1.4526	1.4518	1.4579	1.4482	0.11%"
"Feb 08, 2008	1.451	1.4482	1.4548	1.4449	0.17%"
"Feb 07, 2008	1.4485	1.4636	1.4655	1.444	-0.94%"
"Feb 06, 2008	1.4622	1.4645	1.4672	1.4591	-0.12%"
"Feb 05, 2008	1.4639	1.4832	1.4836	1.4622	-1.27%"
"Feb 04, 2008	1.4827	1.4807	1.4851	1.4794	0.18%"
"Feb 01, 2008	1.48	1.486	1.4954	1.4787	-0.44%"
"Jan 31, 2008	1.4866	1.4862	1.4915	1.4801	-0.09%"
"Jan 30, 2008	1.488	1.4777	1.4907	1.4756	0.70%"
"Jan 29, 2008	1.4777	1.4784	1.4798	1.4737	-0.06%"
"Jan 28, 2008	1.4786	1.4681	1.4799	1.466	0.78%"
"Jan 25, 2008	1.4672	1.4758	1.4777	1.4661	-0.65%"
"Jan 24, 2008	1.4768	1.463	1.4781	1.4591	0.89%"
"Jan 23, 2008	1.4638	1.4627	1.4684	1.451	0.08%"
"Jan 22, 2008	1.4627	1.4446	1.4644	1.4365	1.25%"
"Jan 21, 2008	1.4446	1.4605	1.4606	1.4422	-1.13%"
"Jan 18, 2008	1.4611	1.4647	1.4697	1.4604	-0.33%"
"Jan 17, 2008	1.4659	1.4651	1.4715	1.4588	0.00%"
"Jan 16, 2008	1.4659	1.4802	1.486	1.4595	-1.01%"
"Jan 15, 2008	1.4808	1.4867	1.4923	1.48	-0.40%"
"Jan 14, 2008	1.4868	1.4783	1.4916	1.478	0.62%"
"Jan 11, 2008	1.4777	1.4808	1.4821	1.4762	-0.20%"
"Jan 10, 2008	1.4807	1.4658	1.4816	1.464	1.00%"
"Jan 09, 2008	1.4661	1.4705	1.4745	1.464	-0.32%"
"Jan 08, 2008	1.4708	1.4692	1.4746	1.468	0.13%"
"Jan 07, 2008	1.4689	1.4747	1.4758	1.4659	-0.38%"
"Jan 04, 2008	1.4745	1.4748	1.4825	1.4695	-0.02%"
"Jan 03, 2008	1.4748	1.4726	1.4783	1.4687	0.14%"
"Jan 02, 2008	1.4727	1.4593	1.4752	1.4589	0.95%"
"Jan 01, 2008	1.4589	1.4587	1.461	1.4578	-0.01%"
"Dec 31, 2007	1.459	1.472	1.4748	1.4569	-0.86%"
"Dec 28, 2007	1.4717	1.4624	1.4729	1.4592	0.71%"
"Dec 27, 2007	1.4613	1.4487	1.464	1.4469	0.83%"
"Dec 26, 2007	1.4493	1.4402	1.4507	1.439	0.61%"
"Dec 25, 2007	1.4405	1.4397	1.4415	1.4389	0.04%"
"Dec 24, 2007	1.4399	1.4374	1.4414	1.4359	0.22%"
"Dec 21, 2007	1.4367	1.4327	1.4411	1.4316	0.33%"
"Dec 20, 2007	1.432	1.4375	1.4392	1.4309	-0.40%"
"Dec 19, 2007	1.4378	1.4416	1.4424	1.4325	-0.22%"
"Dec 18, 2007	1.4409	1.44	1.4438	1.4367	0.06%"
"Dec 17, 2007	1.44	1.4388	1.4455	1.4331	-0.13%"
"Dec 14, 2007	1.4419	1.463	1.4661	1.4411	-1.42%"
"Dec 13, 2007	1.4627	1.4706	1.4738	1.4576	-0.54%"
"Dec 12, 2007	1.4707	1.4657	1.4748	1.4649	0.38%"
"Dec 11, 2007	1.4651	1.4714	1.4752	1.464	-0.43%"
"Dec 10, 2007	1.4714	1.4655	1.4737	1.464	0.39%"
"Dec 07, 2007	1.4657	1.4632	1.4674	1.46	0.17%"
"Dec 06, 2007	1.4632	1.4611	1.4653	1.4527	0.19%"
"Dec 05, 2007	1.4604	1.4765	1.4771	1.4591	-1.10%"
"Dec 04, 2007	1.4766	1.4667	1.4768	1.4634	0.69%"
"Dec 03, 2007	1.4665	1.4638	1.4708	1.4619	0.23%"
"Nov 30, 2007	1.4632	1.4745	1.4785	1.4628	-0.74%"
"Nov 29, 2007	1.4741	1.4844	1.4847	1.472	-0.61%"
"Nov 28, 2007	1.4831	1.4824	1.486	1.471	0.00%"
"Nov 27, 2007	1.4831	1.4872	1.491	1.4809	-0.34%"
"Nov 26, 2007	1.4881	1.4823	1.4888	1.4805	0.30%"
"Nov 23, 2007	1.4837	1.4849	1.4968	1.4784	-0.12%"
"Nov 22, 2007	1.4855	1.4857	1.4874	1.4821	-0.01%"
"Nov 21, 2007	1.4857	1.4842	1.4872	1.4773	0.23%"
"Nov 20, 2007	1.4823	1.4665	1.4834	1.4634	1.09%"
"Nov 19, 2007	1.4663	1.4671	1.4688	1.4618	0.03%"
"Nov 16, 2007	1.4659	1.4611	1.4674	1.4581	0.27%"
"Nov 15, 2007	1.4619	1.4644	1.4707	1.4606	-0.26%"
"Nov 14, 2007	1.4657	1.4604	1.4726	1.4598	0.37%"
"Nov 13, 2007	1.4603	1.4533	1.4635	1.4521	0.47%"
"Nov 12, 2007	1.4535	1.4671	1.4676	1.4526	-0.96%"
"Nov 09, 2007	1.4676	1.4672	1.4754	1.463	0.01%"
"Nov 08, 2007	1.4674	1.4642	1.4705	1.4616	0.20%"
"Nov 07, 2007	1.4644	1.4559	1.4731	1.4553	0.60%"
"Nov 06, 2007	1.4556	1.4466	1.4573	1.4464	0.64%"
"Nov 05, 2007	1.4463	1.4514	1.4526	1.4444	-0.31%"
"Nov 02, 2007	1.4508	1.4423	1.4528	1.4417	0.61%"
"Nov 01, 2007	1.442	1.448	1.4484	1.4404	-0.42%"
"Oct 31, 2007	1.4481	1.444	1.4505	1.4418	0.28%"
"Oct 30, 2007	1.444	1.4425	1.4442	1.4375	0.10%"
"Oct 29, 2007	1.4425	1.4412	1.444	1.4377	0.19%"
"Oct 26, 2007	1.4397	1.433	1.4398	1.4317	0.52%"
"Oct 25, 2007	1.4323	1.4266	1.4346	1.4247	0.39%"
"Oct 24, 2007	1.4267	1.4261	1.427	1.4189	0.04%"
"Oct 23, 2007	1.4261	1.4179	1.4281	1.417	0.59%"
"Oct 22, 2007	1.4177	1.4327	1.4348	1.4125	-0.89%"
"Oct 19, 2007	1.4305	1.4286	1.432	1.4245	0.08%"
"Oct 18, 2007	1.4293	1.4209	1.4312	1.4196	0.63%"
"Oct 17, 2007	1.4203	1.4169	1.4231	1.4157	0.28%"
"Oct 16, 2007	1.4163	1.4215	1.4229	1.4143	-0.34%"
"Oct 15, 2007	1.4212	1.4182	1.4245	1.4161	0.23%"
"Oct 12, 2007	1.4179	1.4201	1.4214	1.4153	-0.11%"
"Oct 11, 2007	1.4194	1.4143	1.4242	1.4135	0.33%"
"Oct 10, 2007	1.4147	1.4103	1.4173	1.4094	0.28%"
"Oct 09, 2007	1.4108	1.4058	1.4115	1.4015	0.36%"
"Oct 08, 2007	1.4057	1.4146	1.4154	1.4034	-0.56%"
"Oct 05, 2007	1.4136	1.4133	1.4157	1.4031	0.01%"
"Oct 04, 2007	1.4135	1.4091	1.415	1.4068	0.35%"
"Oct 03, 2007	1.4085	1.4152	1.4202	1.4082	-0.48%"
"Oct 02, 2007	1.4153	1.4233	1.4239	1.4139	-0.56%"
"Oct 01, 2007	1.4232	1.4278	1.4282	1.4211	-0.28%"
"Sep 28, 2007	1.4272	1.4149	1.4279	1.4145	0.86%"
"Sep 27, 2007	1.4151	1.4131	1.4191	1.4124	0.15%"
"Sep 26, 2007	1.413	1.4146	1.4163	1.4111	-0.11%"
"Sep 25, 2007	1.4146	1.4084	1.4154	1.406	0.43%"
"Sep 24, 2007	1.4085	1.4091	1.4131	1.4068	-0.04%"
"Sep 21, 2007	1.4091	1.4064	1.4122	1.4043	0.12%"
"Sep 20, 2007	1.4074	1.3967	1.4101	1.3962	0.77%"
"Sep 19, 2007	1.3967	1.3979	1.3988	1.3935	-0.11%"
"Sep 18, 2007	1.3982	1.3863	1.399	1.3828	0.84%"
"Sep 17, 2007	1.3866	1.3868	1.3889	1.3849	-0.06%"
"Sep 14, 2007	1.3875	1.3868	1.3897	1.3845	0.05%"
"Sep 13, 2007	1.3868	1.3904	1.3927	1.3862	-0.26%"
"Sep 12, 2007	1.3904	1.3834	1.3916	1.3825	0.48%"
"Sep 11, 2007	1.3838	1.3807	1.3849	1.3779	0.29%"
"Sep 10, 2007	1.3798	1.3784	1.3817	1.3767	0.22%"
"Sep 07, 2007	1.3768	1.3695	1.38	1.3664	0.58%"
"Sep 06, 2007	1.3689	1.365	1.3711	1.3635	0.29%"
"Sep 05, 2007	1.365	1.3604	1.3673	1.3569	0.32%"
"Sep 04, 2007	1.3607	1.3622	1.3628	1.3552	-0.10%"
"Sep 03, 2007	1.3621	1.3628	1.3656	1.3603	-0.07%"
"Aug 31, 2007	1.363	1.3637	1.3721	1.3621	-0.06%"
"Aug 30, 2007	1.3638	1.3678	1.3679	1.3593	-0.28%"
"Aug 29, 2007	1.3676	1.3601	1.3681	1.3563	0.53%"
"Aug 28, 2007	1.3604	1.3642	1.3681	1.3599	-0.29%"
"Aug 27, 2007	1.3644	1.3671	1.3686	1.3634	-0.27%"
"Aug 24, 2007	1.3681	1.3566	1.3682	1.3554	0.83%"
"Aug 23, 2007	1.3569	1.3549	1.3589	1.3535	0.14%"
"Aug 22, 2007	1.355	1.3462	1.355	1.3449	0.65%"
"Aug 21, 2007	1.3462	1.3476	1.3523	1.3457	-0.08%"
"Aug 20, 2007	1.3473	1.348	1.3509	1.346	-0.02%"
"Aug 17, 2007	1.3476	1.342	1.3546	1.3371	0.39%"
"Aug 16, 2007	1.3424	1.3426	1.3449	1.3359	-0.01%"
"Aug 15, 2007	1.3426	1.3536	1.3539	1.3425	-0.82%"
"Aug 14, 2007	1.3537	1.3607	1.363	1.3531	-0.54%"
"Aug 13, 2007	1.3611	1.3687	1.371	1.3603	-0.60%"
"Aug 10, 2007	1.3693	1.3678	1.3706	1.3641	0.15%"
"Aug 09, 2007	1.3672	1.3794	1.3819	1.3655	-0.90%"
"Aug 08, 2007	1.3796	1.3744	1.3828	1.372	0.38%"
"Aug 07, 2007	1.3744	1.379	1.3817	1.3735	-0.36%"
"Aug 06, 2007	1.3794	1.3828	1.384	1.378	0.15%"
"Aug 03, 2007	1.3774	1.3703	1.382	1.3682	0.54%"
"Aug 02, 2007	1.37	1.3681	1.3708	1.3651	0.22%"
"Aug 01, 2007	1.367	1.3676	1.3712	1.3638	-0.02%"
"Jul 31, 2007	1.3673	1.3695	1.3728	1.3669	-0.15%"
"Jul 30, 2007	1.3693	1.3615	1.3706	1.3609	0.43%"
"Jul 27, 2007	1.3634	1.3737	1.3754	1.3627	-0.80%"
"Jul 26, 2007	1.3744	1.3725	1.3773	1.3691	0.15%"
"Jul 25, 2007	1.3724	1.3828	1.3831	1.3697	-0.75%"
"Jul 24, 2007	1.3828	1.3809	1.3854	1.3799	0.12%"
"Jul 23, 2007	1.3811	1.3838	1.3845	1.3796	-0.12%"
"Jul 20, 2007	1.3827	1.3797	1.3844	1.3779	0.21%"
"Jul 19, 2007	1.3798	1.3805	1.3832	1.3786	-0.04%"
"Jul 18, 2007	1.3803	1.3782	1.3834	1.3752	0.11%"
"Jul 17, 2007	1.3788	1.3774	1.3801	1.3758	0.12%"
"Jul 16, 2007	1.3771	1.3779	1.3803	1.3758	-0.09%"
"Jul 13, 2007	1.3784	1.3788	1.3815	1.3763	-0.07%"
"Jul 12, 2007	1.3794	1.3746	1.38	1.3742	0.35%"
"Jul 11, 2007	1.3746	1.3748	1.3786	1.3731	0.00%"
"Jul 10, 2007	1.3746	1.3632	1.375	1.3594	0.86%"
"Jul 09, 2007	1.3629	1.3633	1.364	1.3609	0.01%"
"Jul 06, 2007	1.3628	1.3597	1.3642	1.3568	0.22%"
"Jul 05, 2007	1.3598	1.3613	1.3662	1.3579	-0.10%"
"Jul 04, 2007	1.3612	1.3609	1.3632	1.3605	0.00%"
"Jul 03, 2007	1.3612	1.3632	1.3636	1.3583	-0.10%"
"Jul 02, 2007	1.3626	1.3542	1.3639	1.3529	0.62%"
"Jun 29, 2007	1.3542	1.3447	1.3542	1.343	0.71%"
"Jun 28, 2007	1.3446	1.3451	1.3482	1.3423	-0.04%"
"Jun 27, 2007	1.3452	1.3457	1.346	1.3415	-0.01%"
"Jun 26, 2007	1.3453	1.3462	1.3481	1.3432	-0.08%"
"Jun 25, 2007	1.3464	1.3466	1.3474	1.3439	-0.04%"
"Jun 22, 2007	1.3469	1.3386	1.3471	1.3381	0.54%"
"Jun 21, 2007	1.3396	1.3403	1.3409	1.3373	-0.07%"
"Jun 20, 2007	1.3405	1.3424	1.3438	1.3396	-0.16%"
"Jun 19, 2007	1.3427	1.3414	1.3437	1.3382	0.09%"
"Jun 18, 2007	1.3415	1.3377	1.342	1.3376	0.20%"
"Jun 15, 2007	1.3388	1.3306	1.339	1.3304	0.57%"
"Jun 14, 2007	1.3312	1.3314	1.3325	1.3279	0.00%"
"Jun 13, 2007	1.3312	1.3302	1.3316	1.3264	0.08%"
"Jun 12, 2007	1.3302	1.3357	1.3369	1.33	-0.43%"
"Jun 11, 2007	1.3359	1.3363	1.3365	1.3333	-0.11%"
"Jun 08, 2007	1.3374	1.3426	1.3429	1.332	-0.42%"
"Jun 07, 2007	1.343	1.3504	1.3514	1.3422	-0.55%"
"Jun 06, 2007	1.3504	1.3517	1.3541	1.3485	-0.15%"
"Jun 05, 2007	1.3524	1.3494	1.3555	1.3487	0.23%"
"Jun 04, 2007	1.3493	1.3445	1.35	1.3432	0.33%"
"Jun 01, 2007	1.3449	1.3453	1.3464	1.3392	-0.03%"
"May 31, 2007	1.3453	1.343	1.3478	1.3424	0.19%"
"May 30, 2007	1.3428	1.3447	1.3457	1.3407	-0.13%"
"May 29, 2007	1.3446	1.345	1.3522	1.342	-0.05%"
"May 28, 2007	1.3453	1.3447	1.3464	1.3445	0.09%"
"May 25, 2007	1.3441	1.3431	1.3474	1.3411	0.10%"
"May 24, 2007	1.3428	1.346	1.3462	1.3415	-0.25%"
"May 23, 2007	1.3462	1.3451	1.3504	1.3415	0.08%"
"May 22, 2007	1.3451	1.3461	1.348	1.3438	-0.13%"
"May 21, 2007	1.3468	1.3519	1.3529	1.3436	-0.30%"
"May 18, 2007	1.3509	1.3498	1.3522	1.3465	0.10%"
"May 17, 2007	1.3495	1.3516	1.3545	1.3475	-0.19%"
"May 16, 2007	1.3521	1.3594	1.3611	1.3504	-0.52%"
"May 15, 2007	1.3592	1.3542	1.3611	1.3527	0.37%"
"May 14, 2007	1.3542	1.3533	1.3559	1.3525	0.10%"
"May 11, 2007	1.3529	1.3476	1.3533	1.3462	0.33%"
"May 10, 2007	1.3485	1.3527	1.3565	1.3465	-0.33%"
"May 09, 2007	1.3529	1.3546	1.3567	1.3519	-0.10%"
"May 08, 2007	1.3542	1.36	1.3623	1.3515	-0.42%"
"May 07, 2007	1.3599	1.3602	1.3629	1.3592	0.07%"
