DateKey,DateAltKey,CalendarYear,CalendarQuarter,MonthOfYear,MonthName,DayOfMonth,DayOfWeek,DayName,FiscalYear,FiscalQuarter
20081118,2008-11-18 00:00:00.000,2008,4,11,November,18,3,Tuesday,2009,2
20081120,2008-11-20 00:00:00.000,2008,4,11,November,20,5,Thursday,2009,2
20081121,2008-11-21 00:00:00.000,2008,4,11,November,21,6,Friday,2009,2
20081122,2008-11-22 00:00:00.000,2008,4,11,November,22,7,Saturday,2009,2
20081123,2008-11-23 00:00:00.000,2008,4,11,November,23,1,Sunday,2009,2
20081124,2008-11-24 00:00:00.000,2008,4,11,November,24,2,Monday,2009,2
20081125,2008-11-25 00:00:00.000,2008,4,11,November,25,3,Tuesday,2009,2
20081126,2008-11-26 00:00:00.000,2008,4,11,November,26,4,Wednesday,2009,2
20081127,2008-11-27 00:00:00.000,2008,4,11,November,27,5,Thursday,2009,2
20081128,2008-11-28 00:00:00.000,2008,4,11,November,28,6,Friday,2009,2
20081129,2008-11-29 00:00:00.000,2008,4,11,November,29,7,Saturday,2009,2
20081130,2008-11-30 00:00:00.000,2008,4,11,November,30,1,Sunday,2009,2
20081201,2008-12-01 00:00:00.000,2008,4,12,December,1,2,Monday,2009,2
20081202,2008-12-02 00:00:00.000,2008,4,12,December,2,3,Tuesday,2009,2
20081203,2008-12-03 00:00:00.000,2008,4,12,December,3,4,Wednesday,2009,2
20081204,2008-12-04 00:00:00.000,2008,4,12,December,4,5,Thursday,2009,2
20081205,2008-12-05 00:00:00.000,2008,4,12,December,5,6,Friday,2009,2
20081206,2008-12-06 00:00:00.000,2008,4,12,December,6,7,Saturday,2009,2
20081207,2008-12-07 00:00:00.000,2008,4,12,December,7,1,Sunday,2009,2
20081208,2008-12-08 00:00:00.000,2008,4,12,December,8,2,Monday,2009,2
20081209,2008-12-09 00:00:00.000,2008,4,12,December,9,3,Tuesday,2009,2
20081210,2008-12-10 00:00:00.000,2008,4,12,December,10,4,Wednesday,2009,2
20081211,2008-12-11 00:00:00.000,2008,4,12,December,11,5,Thursday,2009,2
20081212,2008-12-12 00:00:00.000,2008,4,12,December,12,6,Friday,2009,2
20081213,2008-12-13 00:00:00.000,2008,4,12,December,13,7,Saturday,2009,2
20081214,2008-12-14 00:00:00.000,2008,4,12,December,14,1,Sunday,2009,2
20081215,2008-12-15 00:00:00.000,2008,4,12,December,15,2,Monday,2009,2
20081216,2008-12-16 00:00:00.000,2008,4,12,December,16,3,Tuesday,2009,2
20081217,2008-12-17 00:00:00.000,2008,4,12,December,17,4,Wednesday,2009,2
20081218,2008-12-18 00:00:00.000,2008,4,12,December,18,5,Thursday,2009,2
20081219,2008-12-19 00:00:00.000,2008,4,12,December,19,6,Friday,2009,2
20081220,2008-12-20 00:00:00.000,2008,4,12,December,20,7,Saturday,2009,2
20081221,2008-12-21 00:00:00.000,2008,4,12,December,21,1,Sunday,2009,2
20081222,2008-12-22 00:00:00.000,2008,4,12,December,22,2,Monday,2009,2
20081223,2008-12-23 00:00:00.000,2008,4,12,December,23,3,Tuesday,2009,2
20081224,2008-12-24 00:00:00.000,2008,4,12,December,24,4,Wednesday,2009,2
20081225,2008-12-25 00:00:00.000,2008,4,12,December,25,5,Thursday,2009,2
20081226,2008-12-26 00:00:00.000,2008,4,12,December,26,6,Friday,2009,2
20081227,2008-12-27 00:00:00.000,2008,4,12,December,27,7,Saturday,2009,2
20081228,2008-12-28 00:00:00.000,2008,4,12,December,28,1,Sunday,2009,2
20081229,2008-12-29 00:00:00.000,2008,4,12,December,29,2,Monday,2009,2
20081230,2008-12-30 00:00:00.000,2008,4,12,December,30,3,Tuesday,2009,2
20081231,2008-12-31 00:00:00.000,2008,4,12,December,31,4,Wednesday,2009,2
20090101,2009-01-01 00:00:00.000,2009,1,1,January,1,5,Thursday,2009,3
20090102,2009-01-02 00:00:00.000,2009,1,1,January,2,6,Friday,2009,3
20090103,2009-01-03 00:00:00.000,2009,1,1,January,3,7,Saturday,2009,3
20090104,2009-01-04 00:00:00.000,2009,1,1,January,4,1,Sunday,2009,3
20090105,2009-01-05 00:00:00.000,2009,1,1,January,5,2,Monday,2009,3
20090106,2009-01-06 00:00:00.000,2009,1,1,January,6,3,Tuesday,2009,3
20090107,2009-01-07 00:00:00.000,2009,1,1,January,7,4,Wednesday,2009,3
20090108,2009-01-08 00:00:00.000,2009,1,1,January,8,5,Thursday,2009,3
20090109,2009-01-09 00:00:00.000,2009,1,1,January,9,6,Friday,2009,3
20090110,2009-01-10 00:00:00.000,2009,1,1,January,10,7,Saturday,2009,3
20090111,2009-01-11 00:00:00.000,2009,1,1,January,11,1,Sunday,2009,3
20090112,2009-01-12 00:00:00.000,2009,1,1,January,12,2,Monday,2009,3
20090113,2009-01-13 00:00:00.000,2009,1,1,January,13,3,Tuesday,2009,3
20090114,2009-01-14 00:00:00.000,2009,1,1,January,14,4,Wednesday,2009,3
20090115,2009-01-15 00:00:00.000,2009,1,1,January,15,5,Thursday,2009,3
20090116,2009-01-16 00:00:00.000,2009,1,1,January,16,6,Friday,2009,3
20090117,2009-01-17 00:00:00.000,2009,1,1,January,17,7,Saturday,2009,3
20090118,2009-01-18 00:00:00.000,2009,1,1,January,18,1,Sunday,2009,3
20090119,2009-01-19 00:00:00.000,2009,1,1,January,19,2,Monday,2009,3
20090120,2009-01-20 00:00:00.000,2009,1,1,January,20,3,Tuesday,2009,3
20090121,2009-01-21 00:00:00.000,2009,1,1,January,21,4,Wednesday,2009,3
20090122,2009-01-22 00:00:00.000,2009,1,1,January,22,5,Thursday,2009,3
20090123,2009-01-23 00:00:00.000,2009,1,1,January,23,6,Friday,2009,3
20090124,2009-01-24 00:00:00.000,2009,1,1,January,24,7,Saturday,2009,3
20090125,2009-01-25 00:00:00.000,2009,1,1,January,25,1,Sunday,2009,3
20090126,2009-01-26 00:00:00.000,2009,1,1,January,26,2,Monday,2009,3
20090127,2009-01-27 00:00:00.000,2009,1,1,January,27,3,Tuesday,2009,3
20090128,2009-01-28 00:00:00.000,2009,1,1,January,28,4,Wednesday,2009,3
20090129,2009-01-29 00:00:00.000,2009,1,1,January,29,5,Thursday,2009,3
20090130,2009-01-30 00:00:00.000,2009,1,1,January,30,6,Friday,2009,3
20090131,2009-01-31 00:00:00.000,2009,1,1,January,31,7,Saturday,2009,3
20090201,2009-02-01 00:00:00.000,2009,1,2,February,1,1,Sunday,2009,3
20090202,2009-02-02 00:00:00.000,2009,1,2,February,2,2,Monday,2009,3
20090203,2009-02-03 00:00:00.000,2009,1,2,February,3,3,Tuesday,2009,3
20090204,2009-02-04 00:00:00.000,2009,1,2,February,4,4,Wednesday,2009,3
20090205,2009-02-05 00:00:00.000,2009,1,2,February,5,5,Thursday,2009,3
20090206,2009-02-06 00:00:00.000,2009,1,2,February,6,6,Friday,2009,3
20090207,2009-02-07 00:00:00.000,2009,1,2,February,7,7,Saturday,2009,3
20090208,2009-02-08 00:00:00.000,2009,1,2,February,8,1,Sunday,2009,3
20090209,2009-02-09 00:00:00.000,2009,1,2,February,9,2,Monday,2009,3
20090210,2009-02-10 00:00:00.000,2009,1,2,February,10,3,Tuesday,2009,3
20090211,2009-02-11 00:00:00.000,2009,1,2,February,11,4,Wednesday,2009,3
20090212,2009-02-12 00:00:00.000,2009,1,2,February,12,5,Thursday,2009,3
20090213,2009-02-13 00:00:00.000,2009,1,2,February,13,6,Friday,2009,3
20090214,2009-02-14 00:00:00.000,2009,1,2,February,14,7,Saturday,2009,3
20090215,2009-02-15 00:00:00.000,2009,1,2,February,15,1,Sunday,2009,3
20090216,2009-02-16 00:00:00.000,2009,1,2,February,16,2,Monday,2009,3
20090217,2009-02-17 00:00:00.000,2009,1,2,February,17,3,Tuesday,2009,3
20090219,2009-02-19 00:00:00.000,2009,1,2,February,19,5,Thursday,2009,3
20090220,2009-02-20 00:00:00.000,2009,1,2,February,20,6,Friday,2009,3
20090221,2009-02-21 00:00:00.000,2009,1,2,February,21,7,Saturday,2009,3
20090222,2009-02-22 00:00:00.000,2009,1,2,February,22,1,Sunday,2009,3
20090223,2009-02-23 00:00:00.000,2009,1,2,February,23,2,Monday,2009,3
20090224,2009-02-24 00:00:00.000,2009,1,2,February,24,3,Tuesday,2009,3
20090225,2009-02-25 00:00:00.000,2009,1,2,February,25,4,Wednesday,2009,3
20090226,2009-02-26 00:00:00.000,2009,1,2,February,26,5,Thursday,2009,3
20090227,2009-02-27 00:00:00.000,2009,1,2,February,27,6,Friday,2009,3
20090228,2009-02-28 00:00:00.000,2009,1,2,February,28,7,Saturday,2009,3
20090301,2009-03-01 00:00:00.000,2009,1,3,March,1,1,Sunday,2009,3
20090302,2009-03-02 00:00:00.000,2009,1,3,March,2,2,Monday,2009,3
20090303,2009-03-03 00:00:00.000,2009,1,3,March,3,3,Tuesday,2009,3
20090304,2009-03-04 00:00:00.000,2009,1,3,March,4,4,Wednesday,2009,3
20090305,2009-03-05 00:00:00.000,2009,1,3,March,5,5,Thursday,2009,3
20090306,2009-03-06 00:00:00.000,2009,1,3,March,6,6,Friday,2009,3
20090307,2009-03-07 00:00:00.000,2009,1,3,March,7,7,Saturday,2009,3
20090308,2009-03-08 00:00:00.000,2009,1,3,March,8,1,Sunday,2009,3
20090309,2009-03-09 00:00:00.000,2009,1,3,March,9,2,Monday,2009,3
20090310,2009-03-10 00:00:00.000,2009,1,3,March,10,3,Tuesday,2009,3
20090311,2009-03-11 00:00:00.000,2009,1,3,March,11,4,Wednesday,2009,3
20090312,2009-03-12 00:00:00.000,2009,1,3,March,12,5,Thursday,2009,3
20090313,2009-03-13 00:00:00.000,2009,1,3,March,13,6,Friday,2009,3
20090314,2009-03-14 00:00:00.000,2009,1,3,March,14,7,Saturday,2009,3
20090315,2009-03-15 00:00:00.000,2009,1,3,March,15,1,Sunday,2009,3
20090316,2009-03-16 00:00:00.000,2009,1,3,March,16,2,Monday,2009,3
20090317,2009-03-17 00:00:00.000,2009,1,3,March,17,3,Tuesday,2009,3
20090318,2009-03-18 00:00:00.000,2009,1,3,March,18,4,Wednesday,2009,3
20090319,2009-03-19 00:00:00.000,2009,1,3,March,19,5,Thursday,2009,3
20090320,2009-03-20 00:00:00.000,2009,1,3,March,20,6,Friday,2009,3
20090321,2009-03-21 00:00:00.000,2009,1,3,March,21,7,Saturday,2009,3
20090322,2009-03-22 00:00:00.000,2009,1,3,March,22,1,Sunday,2009,3
20090323,2009-03-23 00:00:00.000,2009,1,3,March,23,2,Monday,2009,3
20090324,2009-03-24 00:00:00.000,2009,1,3,March,24,3,Tuesday,2009,3
20090325,2009-03-25 00:00:00.000,2009,1,3,March,25,4,Wednesday,2009,3
20090326,2009-03-26 00:00:00.000,2009,1,3,March,26,5,Thursday,2009,3
20090327,2009-03-27 00:00:00.000,2009,1,3,March,27,6,Friday,2009,3
20090328,2009-03-28 00:00:00.000,2009,1,3,March,28,7,Saturday,2009,3
20090329,2009-03-29 00:00:00.000,2009,1,3,March,29,1,Sunday,2009,3
20090330,2009-03-30 00:00:00.000,2009,1,3,March,30,2,Monday,2009,3
20090331,2009-03-31 00:00:00.000,2009,1,3,March,31,3,Tuesday,2009,3
20090401,2009-04-01 00:00:00.000,2009,2,4,April,1,4,Wednesday,2009,4
20090402,2009-04-02 00:00:00.000,2009,2,4,April,2,5,Thursday,2009,4
20090403,2009-04-03 00:00:00.000,2009,2,4,April,3,6,Friday,2009,4
20090404,2009-04-04 00:00:00.000,2009,2,4,April,4,7,Saturday,2009,4
20090405,2009-04-05 00:00:00.000,2009,2,4,April,5,1,Sunday,2009,4
20090406,2009-04-06 00:00:00.000,2009,2,4,April,6,2,Monday,2009,4
20090407,2009-04-07 00:00:00.000,2009,2,4,April,7,3,Tuesday,2009,4
20090408,2009-04-08 00:00:00.000,2009,2,4,April,8,4,Wednesday,2009,4
20090409,2009-04-09 00:00:00.000,2009,2,4,April,9,5,Thursday,2009,4
20090410,2009-04-10 00:00:00.000,2009,2,4,April,10,6,Friday,2009,4
20090411,2009-04-11 00:00:00.000,2009,2,4,April,11,7,Saturday,2009,4
20090412,2009-04-12 00:00:00.000,2009,2,4,April,12,1,Sunday,2009,4
20090413,2009-04-13 00:00:00.000,2009,2,4,April,13,2,Monday,2009,4
20090414,2009-04-14 00:00:00.000,2009,2,4,April,14,3,Tuesday,2009,4
20090415,2009-04-15 00:00:00.000,2009,2,4,April,15,4,Wednesday,2009,4
20090416,2009-04-16 00:00:00.000,2009,2,4,April,16,5,Thursday,2009,4
20090417,2009-04-17 00:00:00.000,2009,2,4,April,17,6,Friday,2009,4
20090418,2009-04-18 00:00:00.000,2009,2,4,April,18,7,Saturday,2009,4
20090419,2009-04-19 00:00:00.000,2009,2,4,April,19,1,Sunday,2009,4
20090420,2009-04-20 00:00:00.000,2009,2,4,April,20,2,Monday,2009,4
20090421,2009-04-21 00:00:00.000,2009,2,4,April,21,3,Tuesday,2009,4
20090422,2009-04-22 00:00:00.000,2009,2,4,April,22,4,Wednesday,2009,4
20090423,2009-04-23 00:00:00.000,2009,2,4,April,23,5,Thursday,2009,4
20090424,2009-04-24 00:00:00.000,2009,2,4,April,24,6,Friday,2009,4
20090425,2009-04-25 00:00:00.000,2009,2,4,April,25,7,Saturday,2009,4
20090426,2009-04-26 00:00:00.000,2009,2,4,April,26,1,Sunday,2009,4
20090427,2009-04-27 00:00:00.000,2009,2,4,April,27,2,Monday,2009,4
20090428,2009-04-28 00:00:00.000,2009,2,4,April,28,3,Tuesday,2009,4
20090429,2009-04-29 00:00:00.000,2009,2,4,April,29,4,Wednesday,2009,4
20090430,2009-04-30 00:00:00.000,2009,2,4,April,30,5,Thursday,2009,4
20090501,2009-05-01 00:00:00.000,2009,2,5,May,1,6,Friday,2009,4
20090502,2009-05-02 00:00:00.000,2009,2,5,May,2,7,Saturday,2009,4
20090503,2009-05-03 00:00:00.000,2009,2,5,May,3,1,Sunday,2009,4
20090504,2009-05-04 00:00:00.000,2009,2,5,May,4,2,Monday,2009,4
20090505,2009-05-05 00:00:00.000,2009,2,5,May,5,3,Tuesday,2009,4
20090506,2009-05-06 00:00:00.000,2009,2,5,May,6,4,Wednesday,2009,4
20090507,2009-05-07 00:00:00.000,2009,2,5,May,7,5,Thursday,2009,4
20090508,2009-05-08 00:00:00.000,2009,2,5,May,8,6,Friday,2009,4
20090509,2009-05-09 00:00:00.000,2009,2,5,May,9,7,Saturday,2009,4
20090510,2009-05-10 00:00:00.000,2009,2,5,May,10,1,Sunday,2009,4
20090511,2009-05-11 00:00:00.000,2009,2,5,May,11,2,Monday,2009,4
20090512,2009-05-12 00:00:00.000,2009,2,5,May,12,3,Tuesday,2009,4
20090513,2009-05-13 00:00:00.000,2009,2,5,May,13,4,Wednesday,2009,4
20090514,2009-05-14 00:00:00.000,2009,2,5,May,14,5,Thursday,2009,4
20090515,2009-05-15 00:00:00.000,2009,2,5,May,15,6,Friday,2009,4
20090516,2009-05-16 00:00:00.000,2009,2,5,May,16,7,Saturday,2009,4
20090517,2009-05-17 00:00:00.000,2009,2,5,May,17,1,Sunday,2009,4
20090518,2009-05-18 00:00:00.000,2009,2,5,May,18,2,Monday,2009,4
20090519,2009-05-19 00:00:00.000,2009,2,5,May,19,3,Tuesday,2009,4
20090520,2009-05-20 00:00:00.000,2009,2,5,May,20,4,Wednesday,2009,4
20090521,2009-05-21 00:00:00.000,2009,2,5,May,21,5,Thursday,2009,4
20090522,2009-05-22 00:00:00.000,2009,2,5,May,22,6,Friday,2009,4
20090523,2009-05-23 00:00:00.000,2009,2,5,May,23,7,Saturday,2009,4
20090524,2009-05-24 00:00:00.000,2009,2,5,May,24,1,Sunday,2009,4
20090525,2009-05-25 00:00:00.000,2009,2,5,May,25,2,Monday,2009,4
20090526,2009-05-26 00:00:00.000,2009,2,5,May,26,3,Tuesday,2009,4
20090528,2009-05-28 00:00:00.000,2009,2,5,May,28,5,Thursday,2009,4
20090529,2009-05-29 00:00:00.000,2009,2,5,May,29,6,Friday,2009,4
20090530,2009-05-30 00:00:00.000,2009,2,5,May,30,7,Saturday,2009,4
20090531,2009-05-31 00:00:00.000,2009,2,5,May,31,1,Sunday,2009,4
20090601,2009-06-01 00:00:00.000,2009,2,6,June,1,2,Monday,2009,4
20090602,2009-06-02 00:00:00.000,2009,2,6,June,2,3,Tuesday,2009,4
20090603,2009-06-03 00:00:00.000,2009,2,6,June,3,4,Wednesday,2009,4
20090604,2009-06-04 00:00:00.000,2009,2,6,June,4,5,Thursday,2009,4
20090605,2009-06-05 00:00:00.000,2009,2,6,June,5,6,Friday,2009,4
20090606,2009-06-06 00:00:00.000,2009,2,6,June,6,7,Saturday,2009,4
20090607,2009-06-07 00:00:00.000,2009,2,6,June,7,1,Sunday,2009,4
20090608,2009-06-08 00:00:00.000,2009,2,6,June,8,2,Monday,2009,4
20090609,2009-06-09 00:00:00.000,2009,2,6,June,9,3,Tuesday,2009,4
20090610,2009-06-10 00:00:00.000,2009,2,6,June,10,4,Wednesday,2009,4
20090611,2009-06-11 00:00:00.000,2009,2,6,June,11,5,Thursday,2009,4
20090612,2009-06-12 00:00:00.000,2009,2,6,June,12,6,Friday,2009,4
20090613,2009-06-13 00:00:00.000,2009,2,6,June,13,7,Saturday,2009,4
20090614,2009-06-14 00:00:00.000,2009,2,6,June,14,1,Sunday,2009,4
20090615,2009-06-15 00:00:00.000,2009,2,6,June,15,2,Monday,2009,4
20090616,2009-06-16 00:00:00.000,2009,2,6,June,16,3,Tuesday,2009,4
20090617,2009-06-17 00:00:00.000,2009,2,6,June,17,4,Wednesday,2009,4
20090618,2009-06-18 00:00:00.000,2009,2,6,June,18,5,Thursday,2009,4
20090619,2009-06-19 00:00:00.000,2009,2,6,June,19,6,Friday,2009,4
20090620,2009-06-20 00:00:00.000,2009,2,6,June,20,7,Saturday,2009,4
20090621,2009-06-21 00:00:00.000,2009,2,6,June,21,1,Sunday,2009,4
20090622,2009-06-22 00:00:00.000,2009,2,6,June,22,2,Monday,2009,4
20090623,2009-06-23 00:00:00.000,2009,2,6,June,23,3,Tuesday,2009,4
20090624,2009-06-24 00:00:00.000,2009,2,6,June,24,4,Wednesday,2009,4
20090625,2009-06-25 00:00:00.000,2009,2,6,June,25,5,Thursday,2009,4
20090626,2009-06-26 00:00:00.000,2009,2,6,June,26,6,Friday,2009,4
20090627,2009-06-27 00:00:00.000,2009,2,6,June,27,7,Saturday,2009,4
20090628,2009-06-28 00:00:00.000,2009,2,6,June,28,1,Sunday,2009,4
20090629,2009-06-29 00:00:00.000,2009,2,6,June,29,2,Monday,2009,4
20090630,2009-06-30 00:00:00.000,2009,2,6,June,30,3,Tuesday,2009,4
20090701,2009-07-01 00:00:00.000,2009,3,7,July,1,4,Wednesday,2010,1
20090702,2009-07-02 00:00:00.000,2009,3,7,July,2,5,Thursday,2010,1
20090703,2009-07-03 00:00:00.000,2009,3,7,July,3,6,Friday,2010,1
20090704,2009-07-04 00:00:00.000,2009,3,7,July,4,7,Saturday,2010,1
20090705,2009-07-05 00:00:00.000,2009,3,7,July,5,1,Sunday,2010,1
20090706,2009-07-06 00:00:00.000,2009,3,7,July,6,2,Monday,2010,1
20090707,2009-07-07 00:00:00.000,2009,3,7,July,7,3,Tuesday,2010,1
20090708,2009-07-08 00:00:00.000,2009,3,7,July,8,4,Wednesday,2010,1
20090709,2009-07-09 00:00:00.000,2009,3,7,July,9,5,Thursday,2010,1
20090710,2009-07-10 00:00:00.000,2009,3,7,July,10,6,Friday,2010,1
20090711,2009-07-11 00:00:00.000,2009,3,7,July,11,7,Saturday,2010,1
20090712,2009-07-12 00:00:00.000,2009,3,7,July,12,1,Sunday,2010,1
20090713,2009-07-13 00:00:00.000,2009,3,7,July,13,2,Monday,2010,1
20090714,2009-07-14 00:00:00.000,2009,3,7,July,14,3,Tuesday,2010,1
20090715,2009-07-15 00:00:00.000,2009,3,7,July,15,4,Wednesday,2010,1
20090716,2009-07-16 00:00:00.000,2009,3,7,July,16,5,Thursday,2010,1
20090717,2009-07-17 00:00:00.000,2009,3,7,July,17,6,Friday,2010,1
20090718,2009-07-18 00:00:00.000,2009,3,7,July,18,7,Saturday,2010,1
20090719,2009-07-19 00:00:00.000,2009,3,7,July,19,1,Sunday,2010,1
20090720,2009-07-20 00:00:00.000,2009,3,7,July,20,2,Monday,2010,1
20090721,2009-07-21 00:00:00.000,2009,3,7,July,21,3,Tuesday,2010,1
20090722,2009-07-22 00:00:00.000,2009,3,7,July,22,4,Wednesday,2010,1
20090723,2009-07-23 00:00:00.000,2009,3,7,July,23,5,Thursday,2010,1
20090724,2009-07-24 00:00:00.000,2009,3,7,July,24,6,Friday,2010,1
20090725,2009-07-25 00:00:00.000,2009,3,7,July,25,7,Saturday,2010,1
20090726,2009-07-26 00:00:00.000,2009,3,7,July,26,1,Sunday,2010,1
20090727,2009-07-27 00:00:00.000,2009,3,7,July,27,2,Monday,2010,1
20090728,2009-07-28 00:00:00.000,2009,3,7,July,28,3,Tuesday,2010,1
20090729,2009-07-29 00:00:00.000,2009,3,7,July,29,4,Wednesday,2010,1
20090730,2009-07-30 00:00:00.000,2009,3,7,July,30,5,Thursday,2010,1
20090731,2009-07-31 00:00:00.000,2009,3,7,July,31,6,Friday,2010,1
20090801,2009-08-01 00:00:00.000,2009,3,8,August,1,7,Saturday,2010,1
20090802,2009-08-02 00:00:00.000,2009,3,8,August,2,1,Sunday,2010,1
20090803,2009-08-03 00:00:00.000,2009,3,8,August,3,2,Monday,2010,1
20090804,2009-08-04 00:00:00.000,2009,3,8,August,4,3,Tuesday,2010,1
20090805,2009-08-05 00:00:00.000,2009,3,8,August,5,4,Wednesday,2010,1
20090806,2009-08-06 00:00:00.000,2009,3,8,August,6,5,Thursday,2010,1
20090807,2009-08-07 00:00:00.000,2009,3,8,August,7,6,Friday,2010,1
20090808,2009-08-08 00:00:00.000,2009,3,8,August,8,7,Saturday,2010,1
20090809,2009-08-09 00:00:00.000,2009,3,8,August,9,1,Sunday,2010,1
20090810,2009-08-10 00:00:00.000,2009,3,8,August,10,2,Monday,2010,1
20090811,2009-08-11 00:00:00.000,2009,3,8,August,11,3,Tuesday,2010,1
20090812,2009-08-12 00:00:00.000,2009,3,8,August,12,4,Wednesday,2010,1
20090813,2009-08-13 00:00:00.000,2009,3,8,August,13,5,Thursday,2010,1
20090814,2009-08-14 00:00:00.000,2009,3,8,August,14,6,Friday,2010,1
20090815,2009-08-15 00:00:00.000,2009,3,8,August,15,7,Saturday,2010,1
20090816,2009-08-16 00:00:00.000,2009,3,8,August,16,1,Sunday,2010,1
20090817,2009-08-17 00:00:00.000,2009,3,8,August,17,2,Monday,2010,1
20090818,2009-08-18 00:00:00.000,2009,3,8,August,18,3,Tuesday,2010,1
20090819,2009-08-19 00:00:00.000,2009,3,8,August,19,4,Wednesday,2010,1
20090820,2009-08-20 00:00:00.000,2009,3,8,August,20,5,Thursday,2010,1
20090821,2009-08-21 00:00:00.000,2009,3,8,August,21,6,Friday,2010,1
20090822,2009-08-22 00:00:00.000,2009,3,8,August,22,7,Saturday,2010,1
20090823,2009-08-23 00:00:00.000,2009,3,8,August,23,1,Sunday,2010,1
20090824,2009-08-24 00:00:00.000,2009,3,8,August,24,2,Monday,2010,1
20090825,2009-08-25 00:00:00.000,2009,3,8,August,25,3,Tuesday,2010,1
20090826,2009-08-26 00:00:00.000,2009,3,8,August,26,4,Wednesday,2010,1
20090827,2009-08-27 00:00:00.000,2009,3,8,August,27,5,Thursday,2010,1
20090828,2009-08-28 00:00:00.000,2009,3,8,August,28,6,Friday,2010,1
20090829,2009-08-29 00:00:00.000,2009,3,8,August,29,7,Saturday,2010,1
20090830,2009-08-30 00:00:00.000,2009,3,8,August,30,1,Sunday,2010,1
20090831,2009-08-31 00:00:00.000,2009,3,8,August,31,2,Monday,2010,1
20090901,2009-09-01 00:00:00.000,2009,3,9,September,1,3,Tuesday,2010,1
20090903,2009-09-03 00:00:00.000,2009,3,9,September,3,5,Thursday,2010,1
20090904,2009-09-04 00:00:00.000,2009,3,9,September,4,6,Friday,2010,1
20090905,2009-09-05 00:00:00.000,2009,3,9,September,5,7,Saturday,2010,1
20090906,2009-09-06 00:00:00.000,2009,3,9,September,6,1,Sunday,2010,1
20090907,2009-09-07 00:00:00.000,2009,3,9,September,7,2,Monday,2010,1
20090908,2009-09-08 00:00:00.000,2009,3,9,September,8,3,Tuesday,2010,1
20090909,2009-09-09 00:00:00.000,2009,3,9,September,9,4,Wednesday,2010,1
20090910,2009-09-10 00:00:00.000,2009,3,9,September,10,5,Thursday,2010,1
20090911,2009-09-11 00:00:00.000,2009,3,9,September,11,6,Friday,2010,1
20090912,2009-09-12 00:00:00.000,2009,3,9,September,12,7,Saturday,2010,1
20090913,2009-09-13 00:00:00.000,2009,3,9,September,13,1,Sunday,2010,1
20090914,2009-09-14 00:00:00.000,2009,3,9,September,14,2,Monday,2010,1
20090915,2009-09-15 00:00:00.000,2009,3,9,September,15,3,Tuesday,2010,1
20090916,2009-09-16 00:00:00.000,2009,3,9,September,16,4,Wednesday,2010,1
20090917,2009-09-17 00:00:00.000,2009,3,9,September,17,5,Thursday,2010,1
20090918,2009-09-18 00:00:00.000,2009,3,9,September,18,6,Friday,2010,1
20090919,2009-09-19 00:00:00.000,2009,3,9,September,19,7,Saturday,2010,1
20090920,2009-09-20 00:00:00.000,2009,3,9,September,20,1,Sunday,2010,1
20090921,2009-09-21 00:00:00.000,2009,3,9,September,21,2,Monday,2010,1
20090922,2009-09-22 00:00:00.000,2009,3,9,September,22,3,Tuesday,2010,1
20090923,2009-09-23 00:00:00.000,2009,3,9,September,23,4,Wednesday,2010,1
20090924,2009-09-24 00:00:00.000,2009,3,9,September,24,5,Thursday,2010,1
20090925,2009-09-25 00:00:00.000,2009,3,9,September,25,6,Friday,2010,1
20090926,2009-09-26 00:00:00.000,2009,3,9,September,26,7,Saturday,2010,1
20090927,2009-09-27 00:00:00.000,2009,3,9,September,27,1,Sunday,2010,1
20090928,2009-09-28 00:00:00.000,2009,3,9,September,28,2,Monday,2010,1
20090929,2009-09-29 00:00:00.000,2009,3,9,September,29,3,Tuesday,2010,1
20090930,2009-09-30 00:00:00.000,2009,3,9,September,30,4,Wednesday,2010,1
20091001,2009-10-01 00:00:00.000,2009,4,10,October,1,5,Thursday,2010,2
20091002,2009-10-02 00:00:00.000,2009,4,10,October,2,6,Friday,2010,2
20091003,2009-10-03 00:00:00.000,2009,4,10,October,3,7,Saturday,2010,2
20091004,2009-10-04 00:00:00.000,2009,4,10,October,4,1,Sunday,2010,2
20091005,2009-10-05 00:00:00.000,2009,4,10,October,5,2,Monday,2010,2
20091006,2009-10-06 00:00:00.000,2009,4,10,October,6,3,Tuesday,2010,2
20091007,2009-10-07 00:00:00.000,2009,4,10,October,7,4,Wednesday,2010,2
20091008,2009-10-08 00:00:00.000,2009,4,10,October,8,5,Thursday,2010,2
20091009,2009-10-09 00:00:00.000,2009,4,10,October,9,6,Friday,2010,2
20091010,2009-10-10 00:00:00.000,2009,4,10,October,10,7,Saturday,2010,2
20091011,2009-10-11 00:00:00.000,2009,4,10,October,11,1,Sunday,2010,2
20091012,2009-10-12 00:00:00.000,2009,4,10,October,12,2,Monday,2010,2
20091013,2009-10-13 00:00:00.000,2009,4,10,October,13,3,Tuesday,2010,2
20091014,2009-10-14 00:00:00.000,2009,4,10,October,14,4,Wednesday,2010,2
20091015,2009-10-15 00:00:00.000,2009,4,10,October,15,5,Thursday,2010,2
20091016,2009-10-16 00:00:00.000,2009,4,10,October,16,6,Friday,2010,2
20091017,2009-10-17 00:00:00.000,2009,4,10,October,17,7,Saturday,2010,2
20091018,2009-10-18 00:00:00.000,2009,4,10,October,18,1,Sunday,2010,2
